senator,party,sex,trade_date,owner,ticker,type,trade_amount_max,trade_amount_min,buy_one_year_change,one_mo_vtsax_change,one_year_vtsax_change,buy_compare_one_year,one_month_sell,one_month_sell_compare,weight
Thomas Carper,1,1,28May2020,Spouse,XCAPX,Purchase,50000,15000,,0.016503421,,,,,4.0599999
Ron Wyden,1,1,27May2020,Spouse,TRIP,Purchase,50000,15000,,0.000935829,,,,,4.0599999
Ron Wyden,1,1,27May2020,Spouse,MAR,Purchase,100000,50000,,0.000935829,,,,,9.3800001
Ron Wyden,1,1,27May2020,Spouse,VAC,Purchase,50000,15000,,0.000935829,,,,,4.0599999
Ron Wyden,1,1,26May2020,Spouse,NVDA,Purchase,250000,100000,,0.049429658,,,,,21.879999
Ron Wyden,1,1,26May2020,Spouse,VAC,Purchase,50000,15000,,0.049429658,,,,,4.0599999
Thomas Carper,1,1,21May2020,Spouse,PRJAX,Sale,50000,15000,,0.061878453,,,0.097749412,0.035870959,4.0599999
Ron Wyden,1,1,21May2020,Spouse,GOOG,Purchase,50000,15000,,0.061878453,,,,,4.0599999
Ron Wyden,1,1,20May2020,Spouse,PYPL,Purchase,100000,50000,,0.053924259,,,,,9.3800001
Ron Wyden,1,1,20May2020,Spouse,FB,Purchase,100000,50000,,0.053924259,,,,,9.3800001
Kelly Loeffler,0,0,20May2020,Spouse,ICE,Purchase,5000000,1000000,,0.053924259,,,,,31.25
Kelly Loeffler,0,0,20May2020,Spouse,ICE,Sale,25000000,5000000,,0.053924259,,,0.012520064,-0.041404195,31.25
Kelly Loeffler,0,0,20May2020,Self,ICE,Sale,5000000,1000000,,0.053924259,,,0.012520064,-0.041404195,31.25
Daniel Sullivan,0,1,18May2020,Joint,RPM,Sale,100000,50000,,0.046296296,,,0.071889798,0.025593501,9.3800001
Rick Scott,0,1,13May2020,Spouse,--,Purchase,1000000,500000,,0.1419233,,,,,31.25
Rick Scott,0,1,13May2020,Self,--,Purchase,250000,100000,,0.1419233,,,,,21.879999
Rick Scott,0,1,13May2020,Spouse,--,Purchase,1000000,500000,,0.1419233,,,,,31.25
Rick Scott,0,1,13May2020,Spouse,--,Purchase,500000,250000,,0.1419233,,,,,31.25
Ron Wyden,1,1,11May2020,Spouse,UBER,Sale,50000,15000,,0.113557197,,,0.17193426,0.058377064,4.0599999
John Boozman,0,1,11May2020,,,,,,,0.113557197,,,,,
Ron Wyden,1,1,08May2020,Spouse,UBER,Purchase,50000,15000,,0.098342388,,,,,4.0599999
Ron Wyden,1,1,07May2020,Spouse,STZ,Purchase,50000,15000,,0.090418737,,,,,4.0599999
Ron Wyden,1,1,07May2020,Spouse,MTCH,Purchase,100000,50000,,0.090418737,,,,,9.3800001
Ron Wyden,1,1,07May2020,Spouse,BLL,Purchase,100000,50000,,0.090418737,,,,,9.3800001
Ron Wyden,1,1,07May2020,Spouse,BRY,Purchase,50000,15000,,0.090418737,,,,,4.0599999
Ron Wyden,1,1,07May2020,Spouse,GE,Sale,15000,1000,,0.090418737,,,0.266775777,0.176357041,1
Ron Wyden,1,1,05May2020,Spouse,QSR,Purchase,50000,15000,,0.085036444,,,,,4.0599999
Ron Wyden,1,1,05May2020,Spouse,MCD,Purchase,50000,15000,,0.085036444,,,,,4.0599999
Ron Wyden,1,1,05May2020,Spouse,DPZ,Purchase,100000,50000,,0.085036444,,,,,9.3800001
Ron Wyden,1,1,05May2020,Spouse,BYND,Purchase,50000,15000,,0.085036444,,,,,4.0599999
Mark Warner,1,1,04May2020,Self,--,Purchase,500000,250000,,0.086279036,,,,,31.25
Ron Wyden,1,1,01May2020,Spouse,AMZN,Purchase,50000,15000,,0.085519641,,,,,4.0599999
Tina Smith,1,0,01May2020,Spouse,--,Purchase,50000,15000,,0.085519641,,,,,4.0599999
Ron Wyden,1,1,01May2020,Spouse,AMZN,Purchase,50000,15000,,0.085519641,,,,,4.0599999
Pat Roberts,0,1,30Apr2020,Spouse,MSFT,Purchase,50000,15000,,0.048684396,,,,,4.0599999
Pat Roberts,0,1,29Apr2020,Spouse,--,Purchase,15000,1000,,0.039899903,,,,,1
Pat Roberts,0,1,29Apr2020,Spouse,MA,Purchase,50000,15000,,0.039899903,,,,,4.0599999
Pat Roberts,0,1,29Apr2020,Spouse,BYND,Purchase,15000,1000,,0.039899903,,,,,1
John Hoeven,0,1,29Apr2020,Self,--,Purchase,15000,1000,,0.039899903,,,,,1
Pat Roberts,0,1,28Apr2020,Spouse,TJX,Sale,15000,1000,,0.053505007,,,0.126502343,0.072997335,1
Pat Roberts,0,1,28Apr2020,Spouse,--,Purchase,15000,1000,,0.053505007,,,,,1
Pat Roberts,0,1,27Apr2020,Spouse,MSFT,Purchase,50000,15000,,0.049600912,,,,,4.0599999
Pat Roberts,0,1,27Apr2020,Spouse,AAPL,Purchase,50000,15000,,0.049600912,,,,,4.0599999
Ron Wyden,1,1,24Apr2020,Spouse,TEL,Sale,15000,1000,,0.053830528,,,0.086671418,0.03284089,1
Ron Wyden,1,1,24Apr2020,Spouse,JCI,Sale,15000,1000,,0.053830528,,,0.058043712,0.004213184,1
Ron Wyden,1,1,24Apr2020,Spouse,,Sale,15000,1000,,0.053830528,,,,,1
Ron Wyden,1,1,24Apr2020,Spouse,CRWD,Sale,100000,50000,,0.053830528,,,0.141944444,0.088113916,9.3800001
Pat Roberts,0,1,24Apr2020,Spouse,NVDA,Sale,100000,50000,,0.053830528,,,0.246762664,0.192932136,9.3800001
Pat Roberts,0,1,24Apr2020,Spouse,AMZN,Sale,100000,50000,,0.053830528,,,0.011061231,-0.042769297,9.3800001
Pat Roberts,0,1,24Apr2020,Spouse,AMZN,Purchase,50000,15000,,0.053830528,,,,,4.0599999
Ron Wyden,1,1,23Apr2020,Spouse,PYPL,Purchase,100000,50000,,0.065175813,,,,,9.3800001
Thomas Carper,1,1,23Apr2020,Spouse,--,Sale,15000,1000,,0.065175813,,,,,1
Thomas Carper,1,1,23Apr2020,Spouse,--,Sale,15000,1000,,0.065175813,,,,,1
Mark Warner,1,1,22Apr2020,Self,--,Purchase,500000,250000,,0.073027091,,,,,31.25
Ron Wyden,1,1,21Apr2020,Spouse,CRWD,Purchase,50000,15000,,0.077826283,,,,,4.0599999
Ron Wyden,1,1,21Apr2020,Spouse,NVDA,Purchase,100000,50000,,0.077826283,,,,,9.3800001
Ron Wyden,1,1,17Apr2020,Spouse,AMAT,Purchase,50000,15000,,0.003873189,,,,,4.0599999
Ron Wyden,1,1,17Apr2020,Spouse,DIS,Purchase,100000,50000,,0.003873189,,,,,9.3800001
Ron Wyden,1,1,17Apr2020,Spouse,DNKN,Purchase,50000,15000,,0.003873189,,,,,4.0599999
Ron Wyden,1,1,17Apr2020,Spouse,,Purchase,50000,15000,,0.003873189,,,,,4.0599999
Ron Wyden,1,1,17Apr2020,Spouse,GOOG,Purchase,100000,50000,,0.003873189,,,,,9.3800001
Ron Wyden,1,1,17Apr2020,Spouse,KLAC,Purchase,50000,15000,,0.003873189,,,,,4.0599999
Ron Wyden,1,1,17Apr2020,Spouse,SBUX,Purchase,50000,15000,,0.003873189,,,,,4.0599999
Ron Wyden,1,1,17Apr2020,Spouse,,Purchase,50000,15000,,0.003873189,,,,,4.0599999
Ron Wyden,1,1,17Apr2020,Spouse,VMC,Purchase,100000,50000,,0.003873189,,,,,9.3800001
Ron Wyden,1,1,17Apr2020,Spouse,AMZN,Purchase,100000,50000,,0.003873189,,,,,9.3800001
Pat Roberts,0,1,17Apr2020,Spouse,NFLX,Sale,50000,15000,,0.003873189,,,0.073836769,0.069963581,4.0599999
David Perdue,0,1,16Apr2020,Joint,DOW,Sale,15000,1000,,0.027298215,,,0.059437243,0.032139029,1
David Perdue,0,1,16Apr2020,Joint,EEM,Sale,15000,1000,,0.027298215,,,0.029884409,0.002586195,1
David Perdue,0,1,16Apr2020,Joint,IDV,Sale,15000,1000,,0.027298215,,,0.011175682,-0.016122533,1
David Perdue,0,1,16Apr2020,Joint,IWM,Purchase,100000,50000,,0.027298215,,,,,9.3800001
David Perdue,0,1,16Apr2020,Joint,SPY,Purchase,250000,100000,,0.027298215,,,,,21.879999
David Perdue,0,1,16Apr2020,Joint,VEA,Purchase,100000,50000,,0.027298215,,,,,9.3800001
David Perdue,0,1,16Apr2020,Joint,VOO,Purchase,250000,100000,,0.027298215,,,,,21.879999
David Perdue,0,1,16Apr2020,Joint,CAIFX,Sale,15000,1000,,0.027298215,,,-0.004389173,-0.031687388,1
David Perdue,0,1,16Apr2020,Joint,FRIAX,Sale,50000,15000,,0.027298215,,,-0.01010101,-0.037399225,4.0599999
David Perdue,0,1,16Apr2020,Joint,AMLP,Purchase,500000,250000,,0.027298215,,,,,31.25
David Perdue,0,1,16Apr2020,Joint,DIS,Sale,15000,1000,,0.027298215,,,0.038129778,0.010831564,1
David Perdue,0,1,16Apr2020,Joint,COP,Sale,15000,1000,,0.027298215,,,0.285162536,0.257864322,1
David Perdue,0,1,16Apr2020,Joint,KO,Sale,15000,1000,,0.027298215,,,-0.072186837,-0.099485051,1
David Perdue,0,1,16Apr2020,Joint,DD,Sale,15000,1000,,0.027298215,,,0.249309774,0.222011559,1
David Perdue,0,1,16Apr2020,Joint,,Sale,15000,1000,,0.027298215,,,,,1
David Perdue,0,1,16Apr2020,Joint,--,Sale,15000,1000,,0.027298215,,,,,1
David Perdue,0,1,16Apr2020,Joint,HD,Sale,50000,15000,,0.027298215,,,0.17327996,0.145981745,4.0599999
David Perdue,0,1,16Apr2020,Joint,GIS,Sale,15000,1000,,0.027298215,,,0.025045312,-0.002252902,1
David Perdue,0,1,16Apr2020,Joint,BMY,Sale,15000,1000,,0.027298215,,,0.070685024,0.043386809,1
David Perdue,0,1,16Apr2020,Joint,CAT,Sale,15000,1000,,0.027298215,,,-0.062091503,-0.089389718,1
David Perdue,0,1,16Apr2020,Joint,BP,Sale,15000,1000,,0.027298215,,,0.013272311,-0.014025903,1
David Perdue,0,1,16Apr2020,Joint,AAPL,Sale,50000,15000,,0.027298215,,,0.079702815,0.0524046,4.0599999
David Perdue,0,1,16Apr2020,Joint,,Sale,15000,1000,,0.027298215,,,,,1
David Perdue,0,1,16Apr2020,Joint,AFL,Sale,15000,1000,,0.027298215,,,-0.065068493,-0.092366708,1
David Perdue,0,1,16Apr2020,Joint,BX,Sale,15000,1000,,0.027298215,,,0.055045872,0.027747657,1
David Perdue,0,1,16Apr2020,Joint,BA,Sale,15000,1000,,0.027298215,,,-0.087306317,-0.114604532,1
David Perdue,0,1,16Apr2020,Joint,JNJ,Sale,15000,1000,,0.027298215,,,-0.013563172,-0.040861387,1
David Perdue,0,1,16Apr2020,Joint,TFC,Sale,15000,1000,,0.027298215,,,0.081646424,0.054348209,1
David Perdue,0,1,16Apr2020,Joint,SYY,Sale,15000,1000,,0.027298215,,,0.048972453,0.021674238,1
David Perdue,0,1,16Apr2020,Joint,SOJA,Sale,50000,15000,,0.027298215,,,,,4.0599999
David Perdue,0,1,16Apr2020,Joint,URI,Sale,15000,1000,,0.027298215,,,0.177676306,0.150378092,1
David Perdue,0,1,16Apr2020,Joint,WFC,Sale,15000,1000,,0.027298215,,,-0.105243585,-0.1325418,1
David Perdue,0,1,16Apr2020,Joint,VZ,Sale,15000,1000,,0.027298215,,,-0.047693375,-0.07499159,1
David Perdue,0,1,16Apr2020,Joint,SO,Sale,15000,1000,,0.027298215,,,-0.010303688,-0.037601902,1
David Perdue,0,1,16Apr2020,Joint,MRK,Sale,15000,1000,,0.027298215,,,-0.035542169,-0.062840383,1
David Perdue,0,1,16Apr2020,Joint,PG,Sale,15000,1000,,0.027298215,,,-0.063292181,-0.090590396,1
David Perdue,0,1,16Apr2020,Joint,JPM,Sale,15000,1000,,0.027298215,,,0.002175656,-0.025122559,1
David Perdue,0,1,16Apr2020,Joint,INTC,Sale,15000,1000,,0.027298215,,,-0.028129627,-0.055427841,1
David Perdue,0,1,16Apr2020,Joint,LLY,Sale,15000,1000,,0.027298215,,,0.023589478,-0.003708736,1
David Perdue,0,1,16Apr2020,Joint,MSFT,Sale,100000,50000,,0.027298215,,,0.019713059,-0.007585155,9.3800001
David Perdue,0,1,16Apr2020,Joint,PYPL,Sale,15000,1000,,0.027298215,,,0.333302557,0.306004343,1
David Perdue,0,1,16Apr2020,Joint,PM,Sale,15000,1000,,0.027298215,,,-0.098554185,-0.125852399,1
David Perdue,0,1,16Apr2020,Joint,NKE,Sale,15000,1000,,0.027298215,,,0.002896871,-0.024401343,1
David Perdue,0,1,16Apr2020,Joint,NSC,Sale,15000,1000,,0.027298215,,,0.087047308,0.059749094,1
Pat Roberts,0,1,16Apr2020,Spouse,NFLX,Purchase,50000,15000,,0.027298215,,,,,4.0599999
David Perdue,0,1,15Apr2020,Joint,SPY,Purchase,5000000,1000000,,0.020759193,,,,,31.25
David Perdue,0,1,15Apr2020,Joint,SPY,Purchase,1000000,500000,,0.020759193,,,,,31.25
David Perdue,0,1,15Apr2020,Joint,PAGP,Sale,15000,1000,,0.020759193,,,0.266766021,0.246006828,1
David Perdue,0,1,15Apr2020,Joint,PSXP,Sale,15000,1000,,0.020759193,,,0.069826707,0.049067514,1
David Perdue,0,1,15Apr2020,Joint,SUN,Sale,15000,1000,,0.020759193,,,0.156790771,0.136031577,1
David Perdue,0,1,15Apr2020,Joint,TCP,Sale,15000,1000,,0.020759193,,,0.007582938,-0.013176255,1
David Perdue,0,1,15Apr2020,Joint,KMI,Sale,15000,1000,,0.020759193,,,0.026480836,0.005721643,1
David Perdue,0,1,15Apr2020,Joint,EPD,Sale,100000,50000,,0.020759193,,,0.079314721,0.058555527,9.3800001
David Perdue,0,1,15Apr2020,Joint,LNG,Sale,50000,15000,,0.020759193,,,0.018910741,-0.001848452,4.0599999
David Perdue,0,1,15Apr2020,Joint,TRP,Sale,15000,1000,,0.020759193,,,-0.042317708,-0.063076902,1
David Perdue,0,1,15Apr2020,Joint,MMP,Sale,50000,15000,,0.020759193,,,0.082362288,0.061603095,4.0599999
David Perdue,0,1,15Apr2020,Joint,OKE,Sale,15000,1000,,0.020759193,,,0.112002919,0.091243725,1
David Perdue,0,1,15Apr2020,Joint,PAA,Sale,50000,15000,,0.020759193,,,0.25617284,0.235413646,4.0599999
David Perdue,0,1,15Apr2020,Joint,ENB,Sale,15000,1000,,0.020759193,,,0.100775194,0.080016,1
David Perdue,0,1,15Apr2020,Joint,PBA,Sale,15000,1000,,0.020759193,,,0.170833333,0.15007414,1
David Perdue,0,1,15Apr2020,Joint,SHLX,Sale,15000,1000,,0.020759193,,,0.123034228,0.102275034,1
David Perdue,0,1,15Apr2020,Joint,WMB,Sale,50000,15000,,0.020759193,,,0.099345628,0.078586434,4.0599999
David Perdue,0,1,15Apr2020,Joint,TRGP,Sale,15000,1000,,0.020759193,,,0.762202753,0.74144356,1
David Perdue,0,1,15Apr2020,Joint,MPLX,Sale,50000,15000,,0.020759193,,,0.334872979,0.314113786,4.0599999
David Perdue,0,1,15Apr2020,Joint,ET,Sale,50000,15000,,0.020759193,,,0.178268251,0.157509058,4.0599999
Pat Roberts,0,1,15Apr2020,Spouse,NFLX,Sale,100000,50000,,0.020759193,,,0.026994728,0.006235534,9.3800001
Pat Roberts,0,1,15Apr2020,Spouse,NFLX,Sale,250000,100000,,0.020759193,,,0.026994728,0.006235534,21.879999
David Perdue,0,1,14Apr2020,Joint,DD,Sale,100000,50000,,0.016799421,,,0.188654697,0.171855276,9.3800001
David Perdue,0,1,14Apr2020,Joint,BRK-B,Sale,250000,100000,,0.016799421,,,,,21.879999
David Perdue,0,1,14Apr2020,Joint,BAC,Sale,100000,50000,,0.016799421,,,-0.078381795,-0.095181216,9.3800001
David Perdue,0,1,14Apr2020,Joint,AAPL,Sale,50000,15000,,0.016799421,,,0.084863264,0.068063844,4.0599999
David Perdue,0,1,14Apr2020,Joint,DIS,Sale,250000,100000,,0.016799421,,,-0.013864001,-0.030663421,21.879999
David Perdue,0,1,14Apr2020,Joint,MU,Sale,100000,50000,,0.016799421,,,-0.040529189,-0.05732861,9.3800001
David Perdue,0,1,14Apr2020,Joint,MRK,Sale,100000,50000,,0.016799421,,,-0.068203766,-0.085003187,9.3800001
David Perdue,0,1,14Apr2020,Joint,LGF-B,Sale,100000,50000,,0.016799421,,,,,9.3800001
David Perdue,0,1,14Apr2020,Joint,GPK,Sale,250000,100000,,0.016799421,,,-0.006891271,-0.023690692,21.879999
David Perdue,0,1,14Apr2020,Joint,FDX,Sale,250000,100000,,0.016799421,,,-0.095458906,-0.112258327,21.879999
David Perdue,0,1,14Apr2020,Joint,DVN,Sale,50000,15000,,0.016799421,,,0.361141603,0.344342182,4.0599999
David Perdue,0,1,14Apr2020,Joint,DAL,Sale,15000,1000,,0.016799421,,,-0.143031785,-0.159831206,1
David Perdue,0,1,14Apr2020,Joint,ALB,Sale,100000,50000,,0.016799421,,,-0.069409548,-0.086208968,9.3800001
David Perdue,0,1,14Apr2020,Joint,HBI,Sale,250000,100000,,0.016799421,,,-0.086589229,-0.10338865,21.879999
David Perdue,0,1,14Apr2020,Joint,URBN,Sale,250000,100000,,0.016799421,,,-0.106775068,-0.123574488,21.879999
David Perdue,0,1,14Apr2020,Joint,AXTA,Sale,250000,100000,,0.016799421,,,0.070261438,0.053462017,21.879999
David Perdue,0,1,14Apr2020,Joint,FEYE,Sale,250000,100000,,0.016799421,,,0.042318307,0.025518887,21.879999
David Perdue,0,1,14Apr2020,Joint,SBUX,Sale,50000,15000,,0.016799421,,,0.009230352,-0.007569069,4.0599999
David Perdue,0,1,14Apr2020,Joint,VIAC,Sale,100000,50000,,0.016799421,,,0.121696374,0.104896953,9.3800001
David Perdue,0,1,14Apr2020,Joint,RF,Sale,100000,50000,,0.016799421,,,-0.079051383,-0.095850804,9.3800001
David Perdue,0,1,14Apr2020,Joint,WPX,Sale,50000,15000,,0.016799421,,,,,4.0599999
David Perdue,0,1,14Apr2020,Joint,PFE,Sale,250000,100000,,0.016799421,,,0.025246575,0.008447154,21.879999
David Perdue,0,1,14Apr2020,Joint,LYV,Sale,50000,15000,,0.016799421,,,-0.09056244,-0.107361861,4.0599999
David Perdue,0,1,14Apr2020,Joint,GM,Sale,250000,100000,,0.016799421,,,-0.018276762,-0.035076183,21.879999
David Perdue,0,1,14Apr2020,Joint,GLW,Sale,250000,100000,,0.016799421,,,-0.014009662,-0.030809083,21.879999
David Perdue,0,1,14Apr2020,Joint,PEP,Sale,100000,50000,,0.016799421,,,-0.039450867,-0.056250288,9.3800001
David Perdue,0,1,14Apr2020,Joint,NWSA,Sale,50000,15000,,0.016799421,,,0.12480085,0.108001429,4.0599999
David Perdue,0,1,14Apr2020,Joint,ORCL,Sale,50000,15000,,0.016799421,,,-0.032037037,-0.048836458,4.0599999
David Perdue,0,1,14Apr2020,Joint,CVX,Sale,50000,15000,,0.016799421,,,0.076704881,0.059905461,4.0599999
David Perdue,0,1,14Apr2020,Joint,NKE,Sale,50000,15000,,0.016799421,,,0.009031668,-0.007767753,4.0599999
David Perdue,0,1,14Apr2020,Joint,WFC,Sale,50000,15000,,0.016799421,,,-0.203445991,-0.220245411,4.0599999
David Perdue,0,1,14Apr2020,Joint,JPM,Sale,50000,15000,,0.016799421,,,-0.088691099,-0.10549052,4.0599999
David Perdue,0,1,14Apr2020,Joint,BMY,Sale,50000,15000,,0.016799421,,,0.055129913,0.038330493,4.0599999
David Perdue,0,1,14Apr2020,Joint,ORCL,Sale,50000,15000,,0.016799421,,,-0.032037037,-0.048836458,4.0599999
David Perdue,0,1,14Apr2020,Joint,BX,Sale,50000,15000,,0.016799421,,,0.094036697,0.077237277,4.0599999
David Perdue,0,1,14Apr2020,Joint,BRK-B,Sale,50000,15000,,0.016799421,,,,,4.0599999
David Perdue,0,1,14Apr2020,Joint,COST,Sale,100000,50000,,0.016799421,,,-0.029604635,-0.046404056,9.3800001
David Perdue,0,1,14Apr2020,Joint,AMT,Sale,100000,50000,,0.016799421,,,-0.091767934,-0.108567355,9.3800001
David Perdue,0,1,14Apr2020,Joint,MRK,Sale,50000,15000,,0.016799421,,,-0.068203766,-0.085003187,4.0599999
David Perdue,0,1,14Apr2020,Joint,MA,Sale,100000,50000,,0.016799421,,,0.005134456,-0.011664964,9.3800001
David Perdue,0,1,14Apr2020,Joint,ANTM,Sale,50000,15000,,0.016799421,,,0.083131622,0.066332201,4.0599999
David Perdue,0,1,14Apr2020,Joint,BK,Sale,15000,1000,,0.016799421,,,-0.09218492,-0.108984341,1
David Perdue,0,1,14Apr2020,Joint,PYPL,Sale,50000,15000,,0.016799421,,,0.284601722,0.267802301,4.0599999
David Perdue,0,1,14Apr2020,Joint,ABBV,Sale,50000,15000,,0.016799421,,,0.101424571,0.08462515,4.0599999
David Perdue,0,1,14Apr2020,Joint,AMZN,Sale,100000,50000,,0.016799421,,,0.032246904,0.015447483,9.3800001
David Perdue,0,1,14Apr2020,Joint,CSCO,Sale,50000,15000,,0.016799421,,,0.01028518,-0.006514241,4.0599999
David Perdue,0,1,14Apr2020,Joint,EXR,Sale,50000,15000,,0.016799421,,,-0.107822631,-0.124622052,4.0599999
David Perdue,0,1,14Apr2020,Joint,BAX,Sale,50000,15000,,0.016799421,,,-0.02674221,-0.04354163,4.0599999
David Perdue,0,1,14Apr2020,Joint,XOM,Sale,15000,1000,,0.016799421,,,0.039830309,0.023030888,1
David Perdue,0,1,14Apr2020,Joint,SYK,Sale,15000,1000,,0.016799421,,,0.072866184,0.056066763,1
David Perdue,0,1,14Apr2020,Joint,COP,Sale,15000,1000,,0.016799421,,,0.220070423,0.203271002,1
David Perdue,0,1,14Apr2020,Joint,FOX,Sale,50000,15000,,0.016799421,,,-0.043060361,-0.059859782,4.0599999
David Perdue,0,1,14Apr2020,Joint,CTSH,Sale,50000,15000,,0.016799421,,,-0.015905308,-0.032704729,4.0599999
David Perdue,0,1,14Apr2020,Joint,ACA,Sale,15000,1000,,0.016799421,,,-0.197804878,-0.214604299,1
David Perdue,0,1,14Apr2020,Joint,AAPL,Sale,100000,50000,,0.016799421,,,0.084863264,0.068063844,9.3800001
David Perdue,0,1,14Apr2020,Joint,JNJ,Sale,100000,50000,,0.016799421,,,0.007601178,-0.009198243,9.3800001
David Perdue,0,1,14Apr2020,Joint,DIS,Sale,50000,15000,,0.016799421,,,-0.013864001,-0.030663421,4.0599999
David Perdue,0,1,14Apr2020,Joint,CSCO,Sale,50000,15000,,0.016799421,,,0.01028518,-0.006514241,4.0599999
David Perdue,0,1,14Apr2020,Joint,MDLZ,Sale,50000,15000,,0.016799421,,,-0.075399009,-0.09219843,4.0599999
David Perdue,0,1,14Apr2020,Joint,BOIVF,Sale,100000,50000,,0.016799421,,,0.032967033,0.016167612,9.3800001
David Perdue,0,1,14Apr2020,Joint,VZ,Sale,50000,15000,,0.016799421,,,-0.046095631,-0.062895052,4.0599999
David Perdue,0,1,14Apr2020,Joint,USB,Sale,50000,15000,,0.016799421,,,-0.115921788,-0.132721208,4.0599999
David Perdue,0,1,14Apr2020,Joint,RL,Sale,15000,1000,,0.016799421,,,-0.143398693,-0.160198114,1
David Perdue,0,1,14Apr2020,Joint,WFC,Sale,15000,1000,,0.016799421,,,-0.203445991,-0.220245411,1
David Perdue,0,1,14Apr2020,Joint,MSFT,Sale,50000,15000,,0.016799421,,,0.050719632,0.033920211,4.0599999
David Perdue,0,1,14Apr2020,Joint,STT,Sale,50000,15000,,0.016799421,,,-0.07061541,-0.087414831,4.0599999
David Perdue,0,1,14Apr2020,Joint,UHAL,Sale,50000,15000,,0.016799421,,,0.127773292,0.110973871,4.0599999
David Perdue,0,1,14Apr2020,Joint,KO,Sale,100000,50000,,0.016799421,,,-0.083810303,-0.100609723,9.3800001
David Perdue,0,1,14Apr2020,Joint,EQM,Sale,15000,1000,,0.016799421,,,,,1
David Perdue,0,1,14Apr2020,Joint,BMY,Sale,50000,15000,,0.016799421,,,0.055129913,0.038330493,4.0599999
David Perdue,0,1,14Apr2020,Joint,BAC,Sale,50000,15000,,0.016799421,,,-0.078381795,-0.095181216,4.0599999
David Perdue,0,1,14Apr2020,Joint,ORCL,Sale,50000,15000,,0.016799421,,,-0.032037037,-0.048836458,4.0599999
David Perdue,0,1,14Apr2020,Joint,VZ,Sale,50000,15000,,0.016799421,,,-0.046095631,-0.062895052,4.0599999
David Perdue,0,1,14Apr2020,Joint,PYPL,Sale,50000,15000,,0.016799421,,,0.284601722,0.267802301,4.0599999
David Perdue,0,1,14Apr2020,Joint,GOOGL,Sale,50000,15000,,0.016799421,,,0.086901196,0.070101775,4.0599999
David Perdue,0,1,14Apr2020,Joint,NKE,Sale,50000,15000,,0.016799421,,,0.009031668,-0.007767753,4.0599999
David Perdue,0,1,14Apr2020,Joint,MDLZ,Sale,50000,15000,,0.016799421,,,-0.075399009,-0.09219843,4.0599999
David Perdue,0,1,14Apr2020,Joint,MO,Sale,15000,1000,,0.016799421,,,-0.14339981,-0.160199231,1
David Perdue,0,1,14Apr2020,Joint,JPM,Sale,50000,15000,,0.016799421,,,-0.088691099,-0.10549052,4.0599999
David Perdue,0,1,14Apr2020,Joint,KMI,Sale,50000,15000,,0.016799421,,,-0.008597884,-0.025397304,4.0599999
David Perdue,0,1,14Apr2020,Joint,NFLX,Sale,50000,15000,,0.016799421,,,0.044178455,0.027379034,4.0599999
David Perdue,0,1,14Apr2020,Joint,HCA,Sale,50000,15000,,0.016799421,,,-0.115425626,-0.132225047,4.0599999
David Perdue,0,1,14Apr2020,Joint,,Sale,50000,15000,,0.016799421,,,,,4.0599999
David Perdue,0,1,14Apr2020,Joint,PRU,Sale,15000,1000,,0.016799421,,,-0.074219416,-0.091018837,1
David Perdue,0,1,14Apr2020,Joint,EMR,Sale,15000,1000,,0.016799421,,,0.058427411,0.041627991,1
David Perdue,0,1,14Apr2020,Joint,HON,Sale,50000,15000,,0.016799421,,,-0.092467459,-0.109266879,4.0599999
David Perdue,0,1,14Apr2020,Joint,EXR,Sale,50000,15000,,0.016799421,,,-0.107822631,-0.124622052,4.0599999
David Perdue,0,1,14Apr2020,Joint,CSCO,Sale,50000,15000,,0.016799421,,,0.01028518,-0.006514241,4.0599999
David Perdue,0,1,14Apr2020,Joint,COST,Sale,50000,15000,,0.016799421,,,-0.029604635,-0.046404056,4.0599999
David Perdue,0,1,14Apr2020,Joint,DOW,Sale,50000,15000,,0.016799421,,,-0.044670625,-0.061470046,4.0599999
David Perdue,0,1,14Apr2020,Joint,AAPL,Sale,50000,15000,,0.016799421,,,0.084863264,0.068063844,4.0599999
David Perdue,0,1,14Apr2020,Joint,AMZN,Sale,100000,50000,,0.016799421,,,0.032246904,0.015447483,9.3800001
David Perdue,0,1,14Apr2020,Joint,DIS,Sale,50000,15000,,0.016799421,,,-0.013864001,-0.030663421,4.0599999
David Perdue,0,1,14Apr2020,Joint,BAH,Sale,50000,15000,,0.016799421,,,-0.061165305,-0.077964725,4.0599999
David Perdue,0,1,14Apr2020,Joint,MU,Sale,50000,15000,,0.016799421,,,-0.040529189,-0.05732861,4.0599999
David Perdue,0,1,14Apr2020,Joint,,Sale,50000,15000,,0.016799421,,,,,4.0599999
David Perdue,0,1,14Apr2020,Joint,SU,Sale,15000,1000,,0.016799421,,,0.036307692,0.019508272,1
David Perdue,0,1,14Apr2020,Joint,CVX,Sale,15000,1000,,0.016799421,,,0.076704881,0.059905461,1
David Perdue,0,1,14Apr2020,Joint,GOOG,Sale,50000,15000,,0.016799421,,,0.083917021,0.0671176,4.0599999
David Perdue,0,1,14Apr2020,Joint,FHB,Sale,15000,1000,,0.016799421,,,-0.073657928,-0.090457348,1
David Perdue,0,1,14Apr2020,Joint,BKNG,Sale,50000,15000,,0.016799421,,,-0.043810628,-0.060610048,4.0599999
